Linux 4.18.0-553.22.1.el8_10.x86_64 (tu-c0r0n72) 	05/21/25 	_x86_64_	(64 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.16    0.00    0.20    0.01    0.00   98.63

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop0            0.36    0.00      0.36      0.00     0.00     0.00   0.00   0.00    0.02    0.00   0.00     1.00     0.00   0.01   0.00
loop1            0.19    0.00      0.75      0.00     0.00     0.00   0.00   0.00   29.52    0.00   0.01     4.00     0.00   0.15   0.00
loop2            0.72   14.51      2.90     57.52     0.00     0.00   0.00   0.00    0.14    0.11   0.00     4.00     3.96   0.05   0.08
dm-0             0.91   14.51      3.65     57.50     0.00     0.00   0.00   0.00    6.33    0.29   0.01     4.00     3.96   0.04   0.06
dm-1             0.00    0.00      0.00      0.00     0.00     0.00   0.00   0.00    0.23    0.00   0.00    20.47     0.00   0.18   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.16    0.00    0.29    0.00    0.00   99.55

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00    1.60      0.00      6.40     0.00     0.00   0.00   0.00    0.00    0.12   0.00     0.00     4.00   0.00   0.00
dm-0             0.00    1.60      0.00      6.40     0.00     0.00   0.00   0.00    0.00    0.00   0.00     0.00     4.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.01    0.00    0.14    0.00    0.00   99.84

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00    5.00      0.00     13.00     0.00     0.00   0.00   0.00    0.00    0.08   0.00     0.00     2.60   0.04   0.02
dm-0             0.00    5.00      0.00     13.00     0.00     0.00   0.00   0.00    0.00    0.04   0.00     0.00     2.60   0.04   0.02

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.08    0.00    0.14    0.00    0.00   99.78

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00   23.00      0.00     85.50     0.00     0.00   0.00   0.00    0.00    0.10   0.00     0.00     3.72   0.01   0.02
dm-0             0.00   23.00      0.00     85.50     0.00     0.00   0.00   0.00    0.00    0.15   0.00     0.00     3.72   0.01   0.02

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.07    0.00    0.14    0.00    0.00   99.80

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.26    0.00    0.32    0.00    0.00   99.42

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.10    0.00    0.33    0.00    0.00   99.57

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.05    0.00    0.14    0.04    0.00   99.77

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00    0.40      0.00      1.60     0.00     0.00   0.00   0.00    0.00    0.00   0.00     0.00     4.00   0.00   0.00
dm-0             0.00    0.40      0.00      1.60     0.00     0.00   0.00   0.00    0.00    0.00   0.00     0.00     4.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    0.13    0.00    0.00   99.85

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.02    0.00    0.12    0.02    0.00   99.84

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00    3.60      0.00     12.60     0.00     0.00   0.00   0.00    0.00    0.11   0.00     0.00     3.50   0.00   0.00
dm-0             0.00    3.60      0.00     12.60     0.00     0.00   0.00   0.00    0.00    0.00   0.00     0.00     3.50   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.52    0.00    0.05    0.00    0.00   98.43

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.60    0.00    0.04    0.00    0.00   98.36

