Linux 4.18.0-553.22.1.el8_10.x86_64 (tu-c0r0n72) 	05/21/25 	_x86_64_	(64 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.16    0.00    0.20    0.01    0.00   98.63

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop0            0.36    0.00      0.36      0.00     0.00     0.00   0.00   0.00    0.02    0.00   0.00     1.00     0.00   0.01   0.00
loop1            0.19    0.00      0.75      0.00     0.00     0.00   0.00   0.00   29.52    0.00   0.01     4.00     0.00   0.15   0.00
loop2            0.73   14.47      2.90     57.35     0.00     0.00   0.00   0.00    0.14    0.11   0.00     4.00     3.96   0.05   0.08
dm-0             0.91   14.46      3.65     57.33     0.00     0.00   0.00   0.00    6.33    0.29   0.01     4.00     3.96   0.04   0.06
dm-1             0.00    0.00      0.00      0.00     0.00     0.00   0.00   0.00    0.23    0.00   0.00    20.47     0.00   0.18   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.24    0.00    0.47    4.20    0.00   95.09

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.40    0.00      1.60      0.00     0.00     0.00   0.00   0.00    0.00    0.00   0.00     4.00     0.00   0.00   0.00
dm-0             0.40    0.00      1.60      0.00     0.00     0.00   0.00   0.00    0.00    0.00   0.00     4.00     0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.08    0.00    0.20    4.64    0.00   95.08

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00    2.60      0.00     10.40     0.00     0.00   0.00   0.00    0.00    0.15   0.00     0.00     4.00   0.08   0.02
dm-0             0.00    2.60      0.00     10.40     0.00     0.00   0.00   0.00    0.00    0.08   0.00     0.00     4.00   0.08   0.02

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.01    0.00    0.19    4.59    0.00   95.21

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.00    0.00    0.17    4.63    0.00   95.20

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    0.18    4.60    0.00   95.19

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.04    0.00    0.23    4.58    0.00   95.15

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00   11.00      0.00     40.40     0.00     0.00   0.00   0.00    0.00    0.13   0.00     0.00     3.67   0.02   0.02
dm-0             0.00   11.00      0.00     40.40     0.00     0.00   0.00   0.00    0.00    0.04   0.00     0.00     3.67   0.02   0.02

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.04    0.00    0.30    4.55    0.00   95.11

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.02    0.00    0.27    4.58    0.00   95.13

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util
loop2            0.00    0.20      0.00      0.80     0.00     0.00   0.00   0.00    0.00    0.00   0.00     0.00     4.00   0.00   0.00
dm-0             0.00    0.20      0.00      0.80     0.00     0.00   0.00   0.00    0.00    0.00   0.00     0.00     4.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.10    0.00    0.14    4.56    0.00   95.20

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.39    0.00    0.27    4.25    0.00   95.09

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.17    0.00    0.46    4.09    0.00   95.28

Device            r/s     w/s     rkB/s     wkB/s   rrqm/s   wrqm/s  %rrqm  %wrqm r_await w_await aqu-sz rareq-sz wareq-sz  svctm  %util

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.19    0.00    0.52    3.98    0.00   95.31

