gpu.id,timestamp,utilization.gpu,memory.used,memory.total,power.draw,temperature.gpu,clocks.sm
0, 2025/06/04 14:40:09.522, 0, 1, 40960, 52.66, 29, 210
1, 2025/06/04 14:40:09.523, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:09.523, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:09.524, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:10.525, 0, 1, 40960, 52.60, 29, 210
1, 2025/06/04 14:40:10.525, 0, 1, 40960, 53.81, 28, 210
2, 2025/06/04 14:40:10.525, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:10.525, 0, 1, 40960, 55.47, 29, 210
0, 2025/06/04 14:40:11.526, 0, 1, 40960, 52.60, 29, 210
1, 2025/06/04 14:40:11.526, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:11.526, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:11.527, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:12.527, 0, 1, 40960, 52.60, 29, 210
1, 2025/06/04 14:40:12.529, 0, 1, 40960, 54.42, 28, 210
2, 2025/06/04 14:40:12.529, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:12.530, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:13.530, 0, 5, 40960, 52.66, 29, 210
1, 2025/06/04 14:40:13.531, 0, 1, 40960, 53.81, 28, 210
2, 2025/06/04 14:40:13.531, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:13.531, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:14.531, 0, 5, 40960, 52.60, 29, 210
1, 2025/06/04 14:40:14.532, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:14.532, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:14.532, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:15.532, 0, 5, 40960, 52.60, 29, 210
1, 2025/06/04 14:40:15.533, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:15.533, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:15.533, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:16.534, 0, 21, 40960, 52.66, 30, 1050
1, 2025/06/04 14:40:16.534, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:16.536, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:16.537, 0, 1, 40960, 55.47, 29, 210
0, 2025/06/04 14:40:17.537, 0, 425, 40960, 56.84, 30, 1050
1, 2025/06/04 14:40:17.537, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:17.538, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:17.538, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:18.538, 0, 535, 40960, 56.84, 30, 1050
1, 2025/06/04 14:40:18.539, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:18.539, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:18.539, 0, 1, 40960, 55.53, 29, 210
0, 2025/06/04 14:40:19.539, 0, 551, 40960, 56.78, 30, 1050
1, 2025/06/04 14:40:19.540, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:19.540, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:19.540, 0, 1, 40960, 55.47, 29, 210
0, 2025/06/04 14:40:20.540, 0, 695, 40960, 56.84, 30, 1050
1, 2025/06/04 14:40:20.541, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:20.541, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:20.541, 0, 1, 40960, 55.53, 29, 210
0, 2025/06/04 14:40:21.541, 0, 699, 40960, 56.84, 30, 1050
1, 2025/06/04 14:40:21.542, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:21.542, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:21.542, 0, 1, 40960, 55.47, 29, 210
0, 2025/06/04 14:40:22.542, 0, 747, 40960, 56.84, 30, 1050
1, 2025/06/04 14:40:22.543, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:22.543, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:22.543, 0, 1, 40960, 55.74, 29, 210
0, 2025/06/04 14:40:23.543, 0, 747, 40960, 56.78, 30, 1050
1, 2025/06/04 14:40:23.544, 0, 1, 40960, 54.09, 28, 210
2, 2025/06/04 14:40:23.544, 0, 1, 40960, 52.00, 28, 210
3, 2025/06/04 14:40:23.544, 0, 1, 40960, 55.80, 29, 210
0, 2025/06/04 14:40:24.544, 0, 757, 40960, 56.78, 30, 1050
1, 2025/06/04 14:40:24.545, 0, 1, 40960, 54.09, 28, 210
