timestamp,utilization.gpu,memory.used,memory.total,power.draw,temperature.gpu,clocks.sm
2025/05/14 14:05:46.687, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:46.688, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:46.688, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:46.689, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:46.789, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:46.789, 0, 1, 40960, 54.14, 28, 210
2025/05/14 14:05:46.790, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:46.790, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:46.890, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:46.890, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:46.890, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:46.891, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:46.991, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:46.991, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:46.991, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:46.991, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:47.091, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:47.092, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:47.092, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:47.092, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:47.192, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:47.192, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:47.193, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:47.193, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:47.293, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:47.293, 0, 1, 40960, 53.81, 28, 210
2025/05/14 14:05:47.293, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:47.294, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:47.394, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:47.394, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:47.394, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:47.394, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:47.494, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:47.495, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:47.495, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:47.495, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:47.595, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:05:47.595, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:05:47.595, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:05:47.595, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:05:47.696, 0, 1, 40960, 52.38, 29, 210
