timestamp,utilization.gpu,memory.used,memory.total,power.draw,temperature.gpu,clocks.sm
2025/05/13 13:58:30.988, 0, 1, 81920, 63.72, 29, 210
2025/05/13 13:58:30.988, 0, 1, 81920, 61.97, 29, 210
2025/05/13 13:58:30.989, 0, 1, 81920, 62.66, 29, 210
2025/05/13 13:58:30.989, 0, 1, 81920, 59.70, 29, 210
2025/05/13 13:58:35.990, 0, 1, 81920, 63.72, 29, 210
2025/05/13 13:58:35.990, 0, 1, 81920, 61.97, 29, 210
2025/05/13 13:58:35.991, 0, 1, 81920, 62.66, 29, 210
2025/05/13 13:58:35.991, 0, 1, 81920, 59.70, 29, 210
2025/05/13 13:58:40.992, 0, 1, 81920, 63.72, 29, 210
2025/05/13 13:58:40.992, 0, 1, 81920, 61.91, 29, 210
2025/05/13 13:58:40.992, 0, 1, 81920, 62.66, 29, 210
2025/05/13 13:58:40.992, 0, 1, 81920, 59.70, 29, 210
2025/05/13 13:58:45.993, 0, 1, 81920, 63.72, 29, 210
2025/05/13 13:58:45.993, 0, 1, 81920, 61.97, 29, 210
2025/05/13 13:58:45.993, 0, 1, 81920, 62.39, 29, 210
2025/05/13 13:58:45.994, 0, 1, 81920, 59.70, 29, 210
2025/05/13 13:58:50.994, 0, 1, 81920, 63.72, 29, 210
2025/05/13 13:58:50.995, 0, 1, 81920, 61.97, 29, 210
2025/05/13 13:58:50.995, 0, 1, 81920, 62.32, 29, 210
2025/05/13 13:58:50.995, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:58:55.995, 0, 1, 81920, 63.72, 29, 210
2025/05/13 13:58:55.996, 0, 1, 81920, 61.97, 29, 210
2025/05/13 13:58:55.996, 0, 1, 81920, 62.39, 29, 210
2025/05/13 13:58:55.996, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:00.997, 0, 1, 81920, 63.39, 29, 210
2025/05/13 13:59:00.997, 0, 1, 81920, 61.64, 29, 210
2025/05/13 13:59:00.998, 0, 1, 81920, 62.32, 29, 210
2025/05/13 13:59:00.998, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:05.998, 0, 1, 81920, 63.32, 29, 210
2025/05/13 13:59:05.999, 0, 1, 81920, 61.97, 29, 210
2025/05/13 13:59:05.999, 0, 1, 81920, 62.32, 29, 210
2025/05/13 13:59:05.999, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:11.000, 0, 1, 81920, 63.72, 29, 210
2025/05/13 13:59:11.000, 0, 1, 81920, 61.70, 29, 210
2025/05/13 13:59:11.001, 0, 1, 81920, 62.39, 29, 210
2025/05/13 13:59:11.001, 0, 1, 81920, 59.49, 29, 210
2025/05/13 13:59:16.001, 0, 1, 81920, 63.39, 29, 210
2025/05/13 13:59:16.002, 0, 1, 81920, 61.97, 29, 210
2025/05/13 13:59:16.002, 0, 1, 81920, 62.32, 29, 210
2025/05/13 13:59:16.002, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:21.003, 0, 1, 81920, 63.39, 29, 210
2025/05/13 13:59:21.003, 0, 1, 81920, 61.70, 29, 210
2025/05/13 13:59:21.003, 0, 1, 81920, 62.39, 29, 210
2025/05/13 13:59:21.003, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:26.004, 0, 1, 81920, 63.39, 29, 210
2025/05/13 13:59:26.004, 0, 1, 81920, 61.70, 29, 210
2025/05/13 13:59:26.004, 0, 1, 81920, 62.39, 29, 210
2025/05/13 13:59:26.004, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:31.005, 0, 1, 81920, 63.39, 29, 210
2025/05/13 13:59:31.005, 0, 1, 81920, 61.70, 29, 210
2025/05/13 13:59:31.005, 0, 1, 81920, 62.39, 29, 210
2025/05/13 13:59:31.005, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:36.006, 0, 1, 81920, 63.39, 29, 210
2025/05/13 13:59:36.006, 0, 1, 81920, 61.70, 29, 210
2025/05/13 13:59:36.006, 0, 1, 81920, 62.32, 29, 210
2025/05/13 13:59:36.006, 0, 1, 81920, 59.42, 29, 210
2025/05/13 13:59:41.007, 3, 425, 81920, 67.68, 29, 1050
2025/05/13 13:59:41.007, 0, 5, 81920, 61.70, 29, 210
2025/05/13 13:59:41.008, 0, 5, 81920, 62.32, 29, 210
2025/05/13 13:59:41.008, 0, 5, 81920, 59.42, 29, 210
2025/05/13 13:59:46.008, 0, 747, 81920, 67.68, 29, 1050
2025/05/13 13:59:46.009, 0, 5, 81920, 61.70, 29, 210
2025/05/13 13:59:46.009, 0, 5, 81920, 62.32, 29, 210
2025/05/13 13:59:46.009, 0, 5, 81920, 59.42, 29, 210
2025/05/13 13:59:51.010, 0, 759, 81920, 67.68, 29, 1050
2025/05/13 13:59:51.010, 0, 5, 81920, 61.70, 29, 210
2025/05/13 13:59:51.010, 0, 5, 81920, 62.32, 29, 210
2025/05/13 13:59:51.011, 0, 5, 81920, 59.70, 29, 210
2025/05/13 13:59:56.011, 0, 837, 81920, 67.61, 29, 1050
2025/05/13 13:59:56.012, 0, 5, 81920, 61.70, 29, 210
2025/05/13 13:59:56.012, 0, 5, 81920, 62.32, 29, 210
2025/05/13 13:59:56.012, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:01.013, 83, 2661, 81920, 148.41, 33, 1050
2025/05/13 14:00:01.013, 0, 5, 81920, 61.64, 29, 210
2025/05/13 14:00:01.013, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:01.013, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:06.014, 94, 2663, 81920, 165.84, 34, 1050
2025/05/13 14:00:06.014, 0, 5, 81920, 61.64, 29, 210
2025/05/13 14:00:06.015, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:06.015, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:11.015, 90, 2663, 81920, 151.49, 34, 1050
2025/05/13 14:00:11.016, 0, 5, 81920, 61.70, 29, 210
2025/05/13 14:00:11.016, 0, 5, 81920, 62.39, 29, 210
2025/05/13 14:00:11.016, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:16.017, 93, 2663, 81920, 163.59, 35, 1050
2025/05/13 14:00:16.017, 0, 5, 81920, 61.70, 29, 210
2025/05/13 14:00:16.018, 0, 5, 81920, 62.39, 29, 210
2025/05/13 14:00:16.018, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:21.018, 97, 2663, 81920, 147.63, 34, 1050
2025/05/13 14:00:21.019, 0, 5, 81920, 61.70, 29, 210
2025/05/13 14:00:21.019, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:21.019, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:26.020, 91, 2663, 81920, 162.21, 34, 1050
2025/05/13 14:00:26.020, 0, 5, 81920, 61.70, 29, 210
2025/05/13 14:00:26.020, 0, 5, 81920, 62.39, 29, 210
2025/05/13 14:00:26.021, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:31.021, 95, 2663, 81920, 164.96, 35, 1050
2025/05/13 14:00:31.021, 0, 5, 81920, 61.70, 29, 210
2025/05/13 14:00:31.022, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:31.022, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:36.022, 93, 2663, 81920, 166.50, 35, 1050
2025/05/13 14:00:36.023, 0, 5, 81920, 61.64, 29, 210
2025/05/13 14:00:36.023, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:36.023, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:41.024, 97, 2663, 81920, 167.38, 35, 1050
2025/05/13 14:00:41.024, 0, 5, 81920, 61.64, 29, 210
2025/05/13 14:00:41.024, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:41.024, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:46.025, 94, 2663, 81920, 162.82, 35, 1050
2025/05/13 14:00:46.025, 0, 5, 81920, 61.64, 29, 210
2025/05/13 14:00:46.025, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:46.026, 0, 5, 81920, 59.36, 29, 210
2025/05/13 14:00:51.026, 97, 2663, 81920, 164.63, 35, 1050
2025/05/13 14:00:51.027, 0, 5, 81920, 61.70, 29, 210
2025/05/13 14:00:51.027, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:51.027, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:00:56.028, 93, 2663, 81920, 147.81, 34, 1050
2025/05/13 14:00:56.028, 0, 5, 81920, 61.64, 29, 210
2025/05/13 14:00:56.028, 0, 5, 81920, 62.32, 29, 210
2025/05/13 14:00:56.028, 0, 5, 81920, 59.42, 29, 210
2025/05/13 14:01:01.029, 97, 2663, 81920, 163.09, 35, 1050
2025/05/13 14:01:01.029, 0, 5, 81920, 61.64, 29, 210
