timestamp,utilization.gpu,memory.used,memory.total,power.draw,temperature.gpu,clocks.sm
2025/05/14 14:42:20.299, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:42:20.299, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:42:20.300, 0, 1, 40960, 52.06, 28, 210
2025/05/14 14:42:20.300, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:42:25.301, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:42:25.302, 0, 1, 40960, 54.14, 28, 210
2025/05/14 14:42:25.302, 0, 1, 40960, 52.06, 28, 210
2025/05/14 14:42:25.302, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:42:30.303, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:42:30.303, 0, 1, 40960, 53.87, 28, 210
2025/05/14 14:42:30.303, 0, 1, 40960, 51.73, 28, 210
2025/05/14 14:42:30.303, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:42:35.304, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:42:35.304, 0, 1, 40960, 54.14, 28, 210
2025/05/14 14:42:35.305, 0, 1, 40960, 52.06, 28, 210
2025/05/14 14:42:35.305, 0, 1, 40960, 55.53, 29, 210
2025/05/14 14:42:40.305, 0, 1, 40960, 52.38, 29, 210
2025/05/14 14:42:40.306, 0, 1, 40960, 53.81, 28, 210
2025/05/14 14:42:40.306, 0, 1, 40960, 52.06, 28, 210
2025/05/14 14:42:40.306, 0, 1, 40960, 56.08, 29, 210
